sentence1,sentence2,label
"Тестировать оптимизацию","Проверка результатов изменений на производительность и корректность",0.2
"Анализировать бизнес-требования","Перевод требований заказчика в структуру базы данных",0.3
"Осуществлять коммуникацию на государственном языке","Четкое и грамотное изложение мыслей в устной и письменной форме на государственном языке",0.9
"Специалист по машинному обучению","Оптимизация моделей машинного обучения для повышения точности и производительности",0.7
"Сопротивление материалов","Написание новостных статей",0.0
"Разработчик мобильных приложений","Интеграция мобильных приложений с API, базами данных и внешними сервисами",0.8
"Обучать нейронные сети","Создание и настройка глубоких нейронных сетей для сложных задач",1.0
"Готовиться к переговорам","Сбор информации и определение целей перед встречей",0.9
"Устанавливать серверное ПО","Выполнение базовой установки серверного ПО под руководством опытных специалистов",0.4
"Автоматизировать производственные процессы","Использование SCADA-систем и промышленной автоматизации",0.5
"Оптимизировать размер образов","Создание легковесных образов за счет минимизации слоев",1.0
"Знание основ электротехники и электроники","Отсутствие опыта или знаний в области электротехники и электроники",0.0
"Осуществлять тестирование ИС","Проверять качество релизов",0.8
"Обрабатывать большие объемы данных","Использование NoSQL баз данных (MongoDB, Redis) для работы с большими данными",0.3
"Обеспечивать кибербезопасность","Мониторинг угроз и реагирование на инциденты в режиме реального времени",0.4
"Настраивать учетные операции","Автоматизация финансового, управленческого и складского учета",0.7
"Собирать и очищать данные","Извлечение данных из различных источников и их предварительная обработка",0.8
"Разрабатывать веб-приложения","Разработка клиентской и серверной части веб-приложений (Full-stack разработка)",0.9
"Определять последствия рисков","Оценка влияния рисков на проект, бизнес или систему",0.8
"Базы данных и SQL","Работа с системами управления базами данных (MySQL, PostgreSQL, Oracle)",0.6
"Обеспечивать безопасность","Внедрение мер защиты данных на уровне монолитной системы",0.4
"Использовать предобученные модели","Применение Transfer Learning для экономии времени и ресурсов",0.1
"Настраивать микросервисы","Обеспечение отказоустойчивости и балансировки нагрузки в микросервисной системе",0.6
"Писать SQL-запросы","Написание запросов для выборки, обновления и удаления данных",0.9
"Контролировать KPI процессов","Мониторинг ключевых показателей для оценки эффективности",1.0
"Обеспечивать трассируемость тестов","Связывание тестов с требованиями через инструменты (например, Jira)",0.2
"Управлять проектами в сфере IT","Контроль сроков выполнения задач и распределение ресурсов команды",0.2
"Эксперт в области анализа данных","Оптимизация процессов обработки данных и внедрение систем аналитики",0.7
"Базы данных и SQL","Знакомство с основами SQL и реляционных баз данных",0.1
"Изучение принципов работы компьютерных сетей","Опыт администрирования Cisco-сетей",0.7
"Разрабатывать дашборды","Создание интерактивных панелей в Tableau, Power BI или Google Data Studio",0.7
"Проводить ручное тестирование","Обнаружение и документирование ошибок и дефектов в системе для их последующего устранения",0.8
"Разрабатывать frontend-интерфейсы","Создание динамических и отзывчивых интерфейсов с использованием HTML, CSS, JavaScript",0.7
"Мониторить IT-инфраструктуру","Использование инструментов (Zabbix, Nagios) для контроля состояния системы",0.8
"Выбирать способы решения задач","Отсутствие опыта или знаний в области выбора способов решения задач",0.0
"Убеждать собеседников","Применение техник влияния для достижения желаемого результата",1.0
"Изучать новые фреймворки","Освоение простых инструментов нового фреймворка под руководством опытных разработчиков",0.3
"Математическое моделирование","Отсутствие опыта или знаний в области математического моделирования",0.0
"Внедрять CRM-системы","Настройка системы под потребности отдела продаж и маркетинга",0.8
"Управлять инцидентами безопасности","Реагирование на атаки и восстановление систем после инцидентов",0.5
"Создавать IDEF1X-диаграммы","Моделирование структуры базы данных через сущности, атрибуты и связи",0.9
"Автоматизировать документооборот","Участие в настройке базовых процессов документооборота под руководством специалистов",0.3
"Теория автоматического управления","Применение современных программных инструментов (Simulink, MATLAB) для анализа систем управления",0.6
"Взаимодействовать с заказчиками проектов","Базовое понимание принципов взаимодействия с заказчиками и клиентской коммуникации",0.2
"Разрабатывать чат-боты","Создание ботов для автоматизации общения с клиентами",0.3
"Внедрять RPA-решения","Использование роботов (UiPath, Blue Prism) для автоматизации рутинных задач",0.6
"Оказывать первую помощь","Выполнение базовых реанимационных мероприятий и оказание экстренной помощи",0.9
"Масштабировать базы данных","Настройка шардирования и репликации для больших нагрузок",0.3
"Работать с многопоточностью","Создание многопоточных приложений с использованием POSIX Threads",0.4
"Знание MS Office","Создание и форматирование документов в Word с использованием стилей и шаблонов",0.5
"Выбирать способы решения задач","Оценка альтернативных подходов для достижения наилучшего результата в рамках проекта",0.9
"Проводить тестирование интерфейсов","Анализ результатов тестирования и подготовка отчетов с рекомендациями по улучшению интерфейсов",0.6
"Обязательно знание SQL.","Опыт работы с базами данных приветствуется.",0.9
"Опытный Java-разработчик","Создание простых консольных приложений и учебных программ на Java",0.3
"Готовить техническую документация","Координация процесса согласования документации с заказчиками и командой разработки",0.5
"Анализировать рынок IT-услуг","Проведение комплексного анализа рыночных трендов, конкурентов и потребностей клиентов в сфере IT",1.0
"Оптимизировать затраты на внедрение","Контроль бюджета и ресурсов для успешного завершения проекта",0.1
"Обрабатывать большие объемы данных","Подготовка данных для визуализации с помощью Pandas или SQL",0.8
"Математический анализ","Отсутствие опыта или знаний в области математического анализа",0.0
"Осуществляет коммуникацию на иностранном языке","Общаться с зарубежными клиентами",0.8
"Применять алгоритмы обработки данных","Использование структур данных и алгоритмов для решения задач",0.8
"Разработчик мобильных приложений","Тестирование и отладка мобильных приложений на различных устройствах",0.5
"Обеспечивать масштабируемость","Проектирование системы для обработки растущих объемов данных и нагрузки",0.6
"Теория автоматического управления","Проведение исследований и тестирование систем автоматического управления",0.4
"Разрабатывать пользовательские интерфейсы","Создание удобных и интуитивно понятных UI/UX",0.4
"Проводить анализ требований","Подготовка базовых описаний требований для небольших проектов",0.3
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений (IDS)",0.9
"Проводить аудит безопасности данных","Анализ уязвимостей и проверка соответствия стандартам",0.6
"Работать с большими данными","Использование инструментов вроде Pandas, NumPy или Spark для анализа данных",0.4
"Создавать API","Разработка RESTful или GraphQL API для взаимодействия с клиентской частью",1.0
"Создавать документацию для разработчиков","Написание руководств по API, архитектуре и использованию кода",0.7
"Анализировать требования к дизайну","Участие в обсуждении и анализе базовых требований к дизайну под руководством опытных специалистов",0.4
"Обязательно знание SQL","Свободное написание сложных SQL-запросов для анализа и обработки данных в корпоративных системах",1.0
"Тренировать языковые модели","Обучение моделей, таких как BERT, GPT или T5, на специфических данных",0.6
"Выполнять рендеринг","Подготовка финальных изображений или видеороликов в высоком качестве",1.0
"Программирование на Python","Создание алгоритмов машинного обучения и анализа данных с использованием библиотек (NumPy, Pandas, Scikit-learn)",0.9
"Документировать результаты тестирования","Фиксация результатов выполнения тест-кейсов для анализа",0.1
"Тестировать Java-код","Написание unit-тестов с использованием JUnit или TestNG",0.5
"Автоматизировать процессы обучения","Создание пайплайнов для автоматизации подготовки данных и обучения",0.3
"Шифровать данные","Использование алгоритмов шифрования для защиты информации",0.4
"Анализировать рынок IT-услуг","Знакомство с основами анализа рынка IT-услуг и его ключевыми участниками",0.1
"Обучаться новым инструментам","Освоение базовых инструментов анализа данных и проектирования",0.2
"Использовать NoSQL базы данных","Работа с MongoDB, Redis или Cassandra для неструктурированных данных",1.0
"Управлять спринтами","Планирование, выполнение и завершение итераций (спринтов)",1.0
"Обеспечивать работоспособность серверов","Настройка и поддержка Linux/Windows-серверов для бесперебойной работы",0.7
"Определять выбор технических средств для макета","Анализ требований проекта для подбора оптимальных технических решений (Figma, Sketch, Adobe XD)",0.9
"Проводить тестирование интерфейсов","Базовое понимание принципов тестирования интерфейсов и их компонентов",0.2
"Разрабатывать программное обеспечение","Написание кода и создание функционала под требования заказчика",0.7
"Умение работать с таблицами Excel","Базовое понимание работы с таблицами, формулами и графиками в Excel",0.2
"Разрабатывать веб-приложения","Интеграция баз данных и сторонних сервисов в веб-приложения",0.7
"Эксперт в области анализа данных","Проведение A/B-тестирования и статистического анализа для оценки гипотез",0.5
"Проводить ручное тестирование","Знакомство с основами ручного тестирования и типами тестов",0.1
"Создавать Use Case-диаграммы","Визуализация взаимодействия акторов и системы через UML",0.9
"Работать с базами данных","Использование SQL, NoSQL или ORM для хранения и обработки данных",0.2
"Использовать инструменты управления требованиями","Работа с Jira, Confluence, ReqIF или IBM DOORS",0.2
"Знание основ электротехники и электроники","Проектирование и анализ электрических схем и устройств на основе знаний электротехники и электроники",1.0
"Писать код на языке C","Создание программ с использованием базовых и продвинутых возможностей языка",0.9
"Разрабатывать политики безопасности","Создание правил и процедур для обеспечения защиты данных",0.4
"Оптимизировать загрузку ресурсов","Настройка ленивой загрузки изображений и шрифтов для улучшения производительности",1.0
"Обеспечивать безопасность данных","Защита от утечек и несанкционированного доступа к базам данных",0.2
"Эксперт в области анализа данных","Интерпретация результатов анализа данных для принятия бизнес-решений на высшем уровне",0.8
"Выбирать способы решения задач","Применение методологий (Agile, Lean) для выбора стратегии решения задачи",0.7
"Использовать IDE","Настройка и работа в средах разработки (VS Code, PyCharm, IntelliJ IDEA)",0.3
"Работать с дизайн-системами","Создание и поддержка библиотек компонентов для согласованности дизайна",1.0
"Планирует цели с учетом ограничений","Определять roadmap проекта",0.8
"Автоматизировать процессы в облаке","Использование Terraform, Ansible или CloudFormation для автоматизации",0.6
"Адаптироваться к изменениям","Гибкое реагирование на новые требования или условия проекта",0.5
"Использовать инструменты нагрузочного тестирования","Работа с JMeter, LoadRunner, Gatling или аналогами",0.7
"Проектировать хранилища данных (Data Warehouse)","Создание систем для аналитики больших объемов данных",0.5
"Обеспечивать кибербезопасность","Знакомство с основами информационной безопасности и типичными угрозами",0.1
"Управлять эмоциями","Контроль своих реакций и предотвращение конфликтов в напряженных ситуациях",0.7
"Документировать код и проекты","Создание понятной документации для разработчиков и пользователей",0.2
"Документировать модели данных","Создание понятной документации для разработчиков и аналитиков",0.2
"Изучать технические требования","Отсутствие опыта или знаний в области изучения технических требований",0.0
"Осуществлять автоматическое тестирование","Анализ результатов автоматического тестирования и подготовка отчетов об ошибках",0.6
"Основы программирования на C++","Работа с файловыми системами и обработка данных ввода/вывода на C++",0.4
"Учитывает мультикультурность при взаимодействии","Адаптировать ПО для разных регионов",0.5
"Визуализировать результаты анализа","Отображение bounding boxes, масок или тепловых карт на изображениях",0.3
"Анализировать требования к дизайну","Базовое понимание принципов анализа требований к дизайну",0.2
"Управлять складскими запасами","Оптимизация логистики и минимизация издержек хранения",0.1
"Обеспечивать безопасность","Защита от SQL-инъекций, XSS и других уязвимостей",0.4
"Разрабатывает техническую документацию","Писать API-спецификации",0.9
"Организовывать корпоративные мероприятия","Координация работы с подрядчиками и составление бюджета мероприятия",0.6
"Обязательно знание SQL","Опыт работы с базами данных и оптимизация запросов для повышения производительности",0.9
"Проводить тестирование интерфейсов","Использование инструментов автоматизации (Selenium, Cypress) для тестирования интерфейсов",0.7
"Анализировать результаты кластеризации","Интерпретация групп данных и их значимости для бизнеса",0.8
"Писать спецификации для API","Координация с командой разработки для уточнения и согласования спецификаций",0.5
"Писать код на Swift","Создание приложений с использованием современного языка программирования Swift",0.9
"Тестировать монолитные приложения","Выполнение unit-тестов, интеграционных и регрессионных тестов",0.6
"Программирование на Python","Создание простых консольных приложений и учебных программ",0.3
"Разработка и проектирование программных систем","Использование инструментов моделирования (UML, BPMN) для проектирования систем",0.4
"Работать с транзакциями","Обеспечение целостности данных через управление транзакциями",0.6
"Анализировать прошлые проекты","Изучение ошибок и успехов для улучшения управления рисками в будущем",0.1
"Работать с базами данных","Использование SQLite, Firebase или других решений для хранения данных",0.3
"Настраивать микросервисы","Использование CI/CD-пайплайнов для автоматизации развертывания микросервисов",0.5
"Работать с контейнерами","Запуск, остановка и управление контейнерами через CLI",0.7
"Материаловедение","Опыт работы с композитными материалами",0.6
"Разработка и проектирование программных систем","Отсутствие опыта разработки или проектирования программных систем",0.0
"Формулировать выводы","Подготовка отчетов и рекомендаций на основе анализа данных",0.2
"Автоматизировать документооборот","Настройка электронного документооборота с использованием специализированных платформ (1С, Directum, Docsvision)",0.9
"Оптимизировать работу АСУ","Настройка параметров для повышения эффективности и производительности",0.9
"Использовать асинхронные функции","Применение async/await для выполнения неблокирующих операций",0.9
"Гидравлика","Проектирование трубопроводных систем",0.6
"Обеспечивать защиту данных","Реализация мер для предотвращения утечек и несанкционированного доступа",0.8
"Работать с контейнерами","Использование Docker и Kubernetes для управления контейнеризированными приложениями",0.4
"Управлять версиями ПО","Использование Git или других систем для контроля изменений в коде",0.4
"Обучать сотрудников защите данных","Проведение тренингов по кибербезопасности и работе с данными",0.4
"Обеспечивать безопасность","Защита данных и аутентификация между сервисами (OAuth, JWT)",0.3
"Настраивать системы документооборота","Автоматизация потоков документов в системах (например, 1С, Directum)",0.7
"Использовать стандартную библиотеку (STL)","Применение контейнеров, алгоритмов и итераторов STL",0.7
"Балансировать работу и отдых","Соблюдение режима труда и восстановления для предотвращения выгорания",0.3
"Читать профессиональную литературу","Понимание технической документации, статей или руководств на английском",0.8
"Программирование на Python","Разработка веб-приложений с использованием фреймворков (Django, Flask)",0.7
"Определять первичные и внешние ключи","Настройка уникальных идентификаторов и связей между таблицами",0.7
"Обеспечивать безопасность ПО","Защита данных и предотвращение уязвимостей в коде",0.5
"Оптимизировать затраты на облачные сервисы","Мониторинг и оптимизация расходов на использование ресурсов",0.8
"Тестировать программное обеспечение","Участие в проверке функционала ПО на соответствие требованиям",0.2
"Обязательно знание SQL","Проектирование и нормализация баз данных с использованием SQL",0.7
"Тестировать ПО","Выполнение функционального, регрессионного и нагрузочного тестирования",0.8
"Развертывать Java-приложения","Настройка деплоя на серверах (Tomcat, Jetty) или облачных платформах",0.4
"Писать воспроизводимые тест-кейсы","Создание инструкций, которые могут быть выполнены любым тестировщиком",1.0
"Работать с NLP и компьютерным зрением","Создание решений для обработки текста и изображений",0.4
"Анализировать рынок IT-услуг","Исследование спроса на IT-услуги и прогнозирование роста сегментов рынка",0.9
"Работать в команде","Координировать разработчиков",0.8
"Электромагнетизм","Опыт работы с графическими редакторами",0.0
"Разрабатывать программное обеспечение","Написание кода в соответствии с утвержденным дизайном",1.0
"Использовать численные методы","Приближенное решение уравнений и задач оптимизации",0.5
"Автоматизировать извлечение информации","Создание систем для выделения ключевых фраз, сущностей или фактов",0.2
"Определять оптимальное количество кластеров","Применение метрик (например, Elbow Method, Silhouette Score)",0.7
"Фиксировать требования на старте","Сбор и документирование всех требований перед началом разработки",0.7
"Проводит системный анализ","Анализировать требования к ПО",0.9
"Обрабатывать ошибки и исключения","Написание кода с учетом возможных сбоев и их обработки",0.6
"Математическое моделирование процессов","Применение статистических методов для верификации математических моделей",0.4
"Изучать технические требования","Координация с заказчиками и разработчиками для уточнения технических требований",0.7
"Применение численных методов","Базовое понимание принципов численных методов и их применения",0.2
"Взаимодействовать с командой разработки","Координация работы между заказчиками, разработчиками и тестировщиками",0.4
"Работать с Active Directory","Настройка учетных записей, групп и политик в доменной среде",0.3
"Завершать жизненный цикл ПО","Анализ результатов проекта и подготовка к выводу системы из эксплуатации",0.1
"Объяснять алгоритмы другим","Четкое изложение логики работы алгоритмов для команды или студентов",0.1
"Использовать информационные технологии","Развертывание и настройка облачных сервисов (AWS, Azure, Google Cloud) для корпоративных нужд",0.8
"Проводить ручное тестирование","Отсутствие опыта или знаний в области ручного тестирования",0.0
"Выбирать способы решения задач","Анализ и выбор оптимальных методов решения сложных задач с учетом ресурсов и ограничений",1.0
"Аэродинамика","Организация корпоративных тренингов",0.0
"Обеспечивать информационную безопасность АСУ","Внедрение мер защиты данных и предотвращение несанкционированного доступа",0.6
"Настраивать облачные сервисы","Использование базовых инструментов облачных платформ для тестирования и разработки",0.4
"Взаимодействовать с заказчиками проектов","Отсутствие опыта взаимодействия с заказчиками проектов",0.0
"Обеспечивать контроль качества","Проверка соответствия результатов этапов утвержденным требованиям",0.3
"Администратор баз данных","Оптимизация запросов и индексов для повышения производительности баз данных",0.8
"Определять задачи в рамках цели","Использование методологий (SMART, OKR) для четкого определения задач",0.8
"Создавать нейронные сети","Разработка архитектуры сетей (MLP, CNN, RNN) для решения задач",0.9
"Осуществлять защиту дизайн-макета","Презентовать прототип заказчику",0.9
"Принимать решения в нестандартных ситуациях","Базовое понимание принципов принятия решений в нестандартных условиях",0.2
"Обсуждать задачи с аналитиками","Эффективное взаимодействие с аналитиками для уточнения и детализации требований к задачам",1.0
"Масштабировать приложения","Настройка автоматического масштабирования под нагрузку",0.5
"Экспериментировать с решениями","Тестирование новых идей без страха ошибок",0.6
"Понимает принципы групповой динамики","Проводить ретроспективы",0.3
"Применять классификацию в реальных задачах","Решение задач, таких как спам-фильтрация, диагностика или прогнозирование",0.3
"Работать с цветами и типографикой","Подбор палитры и шрифтов для улучшения восприятия",0.5
"Мониторить сетевую активность","Использование SIEM-систем для отслеживания подозрительных действий",0.2
"Обучать сотрудников использованию новых систем","Проведение тренингов по работе с автоматизированными инструментами",0.2
"Анализировать и синтезировать информацию","Собирать требования к ПО",0.9
"Выполнять согласование с заказчиком","Утверждать макет с клиентом",1.0
"Базы данных и SQL","Разработка и реализация триггеров, хранимых процедур и функций в SQL",0.8
"Применять алгоритмы в реальных задачах","Использование алгоритмов для анализа данных, маршрутизации или AI",0.4
"Адаптировать ПО под рынки","Внедрение платежных систем, валют и форматов данных для локальных рынков",0.5
"Обеспечивать безопасность","Защита приложений от атак (XSS, CSRF, SQL-инъекции)",0.3
"Оптимизировать производительность","Поиск узких мест и улучшение скорости работы систем",0.5
"Изучать технические требования","Отсутствие опыта или знаний в области изучения технических требований",0.0
"Планировать выполнение работ по макету","Использование инструментов управления проектами (Trello, Jira) для отслеживания прогресса",0.7
"Разработка и проектирование программных систем","Опыт разработки backend-приложений на Python",0.8
"Обеспечивать кибербезопасность","Участие в настройке базовых средств защиты под руководством специалистов",0.3
"Обязательно знание SQL","Отсутствие опыта или знаний в области SQL",0.0
"Управлять командой","Распределение ролей и мотивация участников для достижения целей",0.7
"Автоматизировать документооборот","Знакомство с основными инструментами и подходами к автоматизации документооборота",0.1
"Определять задачи в рамках цели","Мониторинг выполнения задач и корректировка планов по мере необходимости",0.5
"Планировать выполнение работ по макету","Определение сроков, ресурсов и приоритетов для каждого этапа работы над макетом",0.9
"Обсуждать задачи с аналитиками","Использование результатов анализа данных для оптимизации процессов и решений",0.6
"Писать код на Python","Создание простых скриптов и приложений с использованием базовых конструкций языка",0.7
"Администратор баз данных","Проектирование, оптимизация и поддержка высоконагруженных баз данных для корпоративных систем",1.0
"Писать кроссплатформенный код","Создание программ, совместимых с различными операционными системами",0.4
"Поддерживать отказоустойчивость","Настройка резервного копирования и аварийного восстановления",0.1
"Настраивать шифрование данных","Развертывание и настройка сложных систем шифрования данных (SSL/TLS, AES, RSA) для защиты информации",1.0
"Документировать риски и решения","Фиксация всех выявленных рисков и принятых мер для будущего анализа",0.3
"Оптимизировать гиперпараметры","Настройка learning rate, batch size и других параметров для улучшения модели",1.0
"Анализировать тональность текста","Определение эмоциональной окраски текста (позитивная, негативная, нейтральная)",0.4
"Адаптировать ПО под рынки","Участие в базовой локализации ПО под руководством опытных специалистов",0.3
"Кодирует и тестирует ИС","Проводить юнит-тесты",0.9
"Обучать команду работе с тест-кейсами","Объяснение принципов создания и выполнения тестов для новых участников",0.
"Участвовать в Agile-процессах","Понимание основ Scrum и участие в ежедневных митингах",1.0
"Исследовать пользователей","Проведение интервью, опросов и анализа поведения для понимания потребностей",0.9
"Обслуживать рабочие станции","Установка и настройка ПО, устранение неисправностей",0.5
"Разрабатывать пользовательские интерфейсы","Создание дружественных интерфейсов для информационных систем",0.6
"Создавать базы данных","Проектирование реляционных и нереляционных баз данных для хранения информации",0.4
"Делегировать задачи","Передача части обязанностей коллегам для оптимизации времени",0.6
"Знание основ электротехники и электроники","Базовое понимание принципов работы электрических цепей и компонентов",0.2
"Оказывать экстренную помощь","Проведение реанимационных мероприятий и первой помощи",0.2
"Проводить анализ требований","Участие в проверке и верификации требований под руководством аналитиков",0.4
"Адаптировать приложения под устройства","Оптимизация интерфейса и функционала под разные экраны и ОС",0.1
"Оптимизировать базы данных","Настройка индексов, запросов и схем для улучшения работы с данными",0.6
"Разрабатывать API","Создание RESTful или GraphQL API для взаимодействия между клиентом и сервером",0.4
"Разрабатывать эффективные алгоритмы","Создание решений для задач сортировки, поиска или оптимизации",0.9
"Разрабатывать стратегии маркетинговых кампаний","Создание контент-плана для социальных сетей и аналитика эффективности публикаций",0.3
"Выявлять граничные условия","Тестирование системы на предельных значениях входных данных",0.6
